Volume Number, X Angle, Y Angle, Z Angle, X Translation, Y Translation, Z Translation
47, 11.49413567790903, 4.622956809025248, 0.633227462761588, 0.0, 0.0, 0.0
48, 12.60037280798327, 5.874402382170119, -0.16786823925040562, 0.0, 0.0, 0.0
49, 13.63241128922864, 6.529450473538724, 0.09168317460395237, 0.0, 0.0, 0.0
50, 14.60290987297938, 6.590998722140643, 0.10835420016338192, 0.0, 0.0, 0.0
51, 14.878254725139717, 3.7365271165520992, -0.10540601526395334, 0.0, 0.0, 0.0
52, 14.365761359067168, 3.0552287097391613, 0.7138283587881972, 0.0, 0.0, 0.0
53, 13.37762409385233, 3.910306701294573, 1.1410779240638254, 0.0, 0.0, 0.0
54, 14.535224733130327, 4.0642998507121195, 1.0442376077343318, 0.0, 0.0, 0.0
55, 14.62499236736828, 5.050282682662136, 2.142889428749286, 0.0, 0.0, 0.0
56, 15.003878825078917, 4.8401513052874225, 3.9789696045964815, 0.0, 0.0, 0.0
57, 16.40833835715415, 4.048148066149461, 4.28269745762648, 0.0, 0.0, 0.0
58, 16.994564625888987, 4.552502864783041, 5.197978203105503, 0.0, 0.0, 0.0
59, 16.951025231527346, 4.822738494257796, 6.213471922234063, 0.0, 0.0, 0.0
60, 18.179753929554767, 4.662103399371048, 6.071526606347698, 0.0, 0.0, 0.0
61, 17.914659051250506, 6.036416854772398, 7.597554401217183, 0.0, 0.0, 0.0
62, 17.876688133404105, 4.968911540085711, 7.688335928896386, 0.0, 0.0, 0.0
63, 16.19904016313161, 5.256583306137753, 8.471362849008928, 0.0, 0.0, 0.0
64, 16.110971694524935, 4.327921634235013, 7.157423651238835, 0.0, 0.0, 0.0
65, 14.674778385989809, 5.509104405801452, 7.883723840705403, 0.0, 0.0, 0.0
66, 14.552078576893583, 4.453051115088875, 8.593359131348405, 0.0, 0.0, 0.0
67, 14.628369104759114, 4.113930206562981, 7.455759296825933, 0.0, 0.0, 0.0
68, 15.10809754041094, 3.700225028040265, 8.004887321803569, 0.0, 0.0, 0.0
69, 13.972457609685394, 5.57515507729828, 9.686058756182847, 0.0, 0.0, 0.0
70, 13.908379441663, 6.0085140590243515, 9.99402679355332, 0.0, 0.0, 0.0
71, 13.20099113546652, 6.359856269009961, 10.18103325140249, 0.0, 0.0, 0.0
72, 13.140039188338514, 8.098557405557568, 9.044086073070329, 0.0, 0.0, 0.0
73, 13.84594753632384, 8.638179415529196, 8.55745592802553, 0.0, 0.0, 0.0
74, 11.797503573651934, 10.396219984930612, 7.1296991649820205, 0.0, 0.0, 0.0
75, 12.20253089674561, 10.039065970220795, 7.2513711060317725, 0.0, 0.0, 0.0
76, 12.591807356186797, 10.642089088031545, 8.259329502586395, 0.0, 0.0, 0.0
77, 12.936669602763, 11.014793027080522, 6.850756306819879, 0.0, 0.0, 0.0
78, 13.175035134880345, 12.533884611540234, 5.885973469394549, 0.0, 0.0, 0.0
79, 14.550557550475546, 11.143190227904528, 6.168424398927511, 0.0, 0.0, 0.0
80, 14.13539867280105, 11.402424502252892, 4.740633414986416, 0.0, 0.0, 0.0
81, 15.026573234199327, 9.813099722456354, 4.373072326355339, 0.0, 0.0, 0.0
82, 15.690007546387854, 8.89152377992778, 3.3644576363262, 0.0, 0.0, 0.0
83, 13.959065505203158, 9.324325762063877, 3.8423099000253385, 0.0, 0.0, 0.0
84, 15.277318060185717, 8.945256088078962, 3.306252217045925, 0.0, 0.0, 0.0
85, 14.631307317076692, 9.820030294318192, 2.8604487607698696, 0.0, 0.0, 0.0
86, 15.054459005433998, 10.282863620398695, 1.5979239550320337, 0.0, 0.0, 0.0
87, 14.454577808730154, 8.433302033016144, 2.1491838769009344, 0.0, 0.0, 0.0
88, 15.431442956042055, 6.961238671671346, 2.266136692519415, 0.0, 0.0, 0.0
89, 14.983162016930768, 6.376878835124701, 2.7630547700907973, 0.0, 0.0, 0.0
90, 15.245395787899312, 6.745162521529603, 3.0963492256061107, 0.0, 0.0, 0.0
91, 16.302281340318633, 7.634287599178008, 4.115886585336214, 0.0, 0.0, 0.0
92, 15.362380591698829, 8.20259386484018, 2.9686470858430853, 0.0, 0.0, 0.0
93, 16.486139192025092, 8.704687807597026, 1.0632350548140381, 0.0, 0.0, 0.0
94, 15.89579514802478, 8.743618071850698, 0.16170971492764397, 0.0, 0.0, 0.0
95, 15.831336139583009, 9.803132223844875, 2.3918574284535823, 0.0, 0.0, 0.0
96, 16.00554568382168, 10.215716392452446, 2.140131070590531, 0.0, 0.0, 0.0
97, 16.37219529011178, 12.099196154545979, 2.4569935694001477, 0.0, 0.0, 0.0
98, 15.83156221614671, 12.48486353376341, 1.8592316492784142, 0.0, 0.0, 0.0
99, 16.047624166479945, 12.700468169170442, 2.443139432526994, 0.0, 0.0, 0.0
100, 15.334080696349718, 12.003359389437133, 3.936084140872154, 0.0, 0.0, 0.0
101, 15.310369739141592, 12.996802158718818, 4.717726650424025, 0.0, 0.0, 0.0
102, 17.041445769830062, 13.268461897035047, 5.303822523818211, 0.0, 0.0, 0.0
103, 18.784499849907586, 13.050300105735111, 7.30098051912372, 0.0, 0.0, 0.0
104, 18.365930805908985, 11.954954853275584, 5.224933038151486, 0.0, 0.0, 0.0
105, 19.504898671873445, 11.583872945244828, 4.6828152996972205, 0.0, 0.0, 0.0
106, 19.951603213154666, 12.054488767468477, 5.112599662637259, 0.0, 0.0, 0.0
107, 18.87963391888483, 12.993757991494224, 6.11061449608661, 0.0, 0.0, 0.0
108, 18.996394236108944, 13.302892768081016, 6.333199313261518, 0.0, 0.0, 0.0
109, 19.684748743348493, 13.104498791600662, 5.25866067808634, 0.0, 0.0, 0.0
110, 18.564980988229003, 13.94421382499748, 6.053305203569373, 0.0, 0.0, 0.0
111, 19.103476282593093, 15.15016604525302, 6.680144182270196, 0.0, 0.0, 0.0
112, 20.26000587900382, 14.179959272880218, 7.73498067377163, 0.0, 0.0, 0.0
113, 19.45321838093088, 12.571511967164325, 7.283708170968808, 0.0, 0.0, 0.0
114, 18.468413938461325, 13.944514497156447, 6.281589248353467, 0.0, 0.0, 0.0
115, 18.351562156227565, 12.920269672618929, 6.112233993923493, 0.0, 0.0, 0.0
116, 15.545225714520031, 12.690768599293683, 5.023311805957471, 0.0, 0.0, 0.0
117, 14.727400301952143, 11.973726122811483, 5.819001986711471, 0.0, 0.0, 0.0
118, 14.540885167208842, 12.524687395587842, 5.171050307690577, 0.0, 0.0, 0.0
119, 14.416574303935954, 11.924447891667691, 4.316664424128417, 0.0, 0.0, 0.0
120, 16.6095479604636, 13.814516733572132, 4.851465686128999, 0.0, 0.0, 0.0
121, 16.165998200038228, 12.969694558741168, 4.189224878998062, 0.0, 0.0, 0.0
122, 16.315404951522993, 12.134757792060535, 4.244983625017191, 0.0, 0.0, 0.0
123, 16.41574166005523, 11.576514020067382, 3.8231066776069476, 0.0, 0.0, 0.0
124, 15.910603785988172, 11.78368612854732, 4.460299299219683, 0.0, 0.0, 0.0
125, 15.414931754473788, 12.013029516038477, 5.2028040049167394, 0.0, 0.0, 0.0
126, 16.28204026930043, 12.784365537523406, 4.731231528151591, 0.0, 0.0, 0.0
127, 16.726289942837614, 13.259093180775686, 5.881243014219071, 0.0, 0.0, 0.0
128, 15.385657284139484, 13.130651848929524, 5.073830267646976, 0.0, 0.0, 0.0
129, 15.945967633192373, 12.037826338252094, 7.2935516582988, 0.0, 0.0, 0.0
130, 15.956242328478135, 11.617367789402714, 7.674979488163821, 0.0, 0.0, 0.0
131, 16.671607080183122, 11.364818210600784, 8.060809692163534, 0.0, 0.0, 0.0
132, 17.190957736536305, 12.003668567279885, 8.145812465850344, 0.0, 0.0, 0.0
133, 18.281550688159342, 10.966373083076428, 9.29335903487794, 0.0, 0.0, 0.0
134, 17.686462569760316, 11.378345798560368, 7.889057473171278, 0.0, 0.0, 0.0
135, 18.038325262632753, 12.255362051475881, 8.08881545041465, 0.0, 0.0, 0.0
136, 19.014383512581997, 12.222352558186145, 7.7068095305003705, 0.0, 0.0, 0.0
137, 19.242026916561777, 12.122428517832216, 6.0793535754600265, 0.0, 0.0, 0.0
138, 17.187381886622962, 13.937522431097854, 6.38230621631279, 0.0, 0.0, 0.0
139, 17.44397181307576, 14.250353697819406, 5.24289855058772, 0.0, 0.0, 0.0
140, 17.358419501507356, 15.413783754832584, 4.459023588866796, 0.0, 0.0, 0.0
141, 18.44130457382877, 14.19783590507261, 3.1673364190955287, 0.0, 0.0, 0.0
142, 19.08207721594395, 13.661233783958128, 2.170682779675347, 0.0, 0.0, 0.0
143, 19.42624453385861, 13.697212988243763, 1.3246563133368463, 0.0, 0.0, 0.0
144, 19.847974428961678, 13.212031362164065, 0.226644952778714, 0.0, 0.0, 0.0
145, 17.897167160763807, 12.36842429648367, 0.6694686084557492, 0.0, 0.0, 0.0
146, 15.960393930504376, 11.159424301658287, 0.4181554273914229, 0.0, 0.0, 0.0
147, 15.731339350627616, 11.669318047263072, -0.635809742122651, 0.0, 0.0, 0.0
148, 15.974119138387668, 10.643189333615485, 0.8373304958810182, 0.0, 0.0, 0.0
149, 16.100796563100946, 11.496639370649222, 0.850673554164889, 0.0, 0.0, 0.0
Volume Number, X Angle, Y Angle, Z Angle, X Translation, Y Translation, Z Translation
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1, -0.2627429158484238, 0.015139830129968387, 0.6367412377520856, 0.0, 0.0, 0.0
2, 0.4123806098115982, -0.44998907950948697, -0.7751764085141033, 0.0, 0.0, 0.0
3, -0.27778687951728487, 0.7138126955006536, 0.40729928635086554, 0.0, 0.0, 0.0
4, -0.8883582545306835, 0.539226828104276, 1.0470865939944773, 0.0, 0.0, 0.0
5, -1.3893987996892716, 1.8072380433459283, -0.31941801542371784, 0.0, 0.0, 0.0
6, -1.2979440760278047, 2.5805202308679474, -0.6920198960578865, 0.0, 0.0, 0.0
7, -0.7193606400597646, 1.0309035074926631, -0.26496490411499757, 0.0, 0.0, 0.0
8, 0.4567501497625662, 1.0595103538826165, 0.5534711271673698, 0.0, 0.0, 0.0
9, 0.053991217646432776, 2.2187537319935267, -0.5240837234794999, 0.0, 0.0, 0.0
10, -0.5059805036941556, 1.1254811271530587, -0.7837186119224084, 0.0, 0.0, 0.0
11, 0.9773540820779918, 0.9961580912751098, -0.617029058392619, 0.0, 0.0, 0.0
12, 3.0711789734388484, 2.3503884515495983, -0.6319002083844893, 0.0, 0.0, 0.0
13, 3.405326828133267, 3.4803495791476786, -0.6039388620565703, 0.0, 0.0, 0.0
14, 4.114419302994119, 3.4066165471629266, 0.13794265693620789, 0.0, 0.0, 0.0
15, 3.7775126787490634, 4.643784499269206, 0.3743812238325249, 0.0, 0.0, 0.0
16, 1.8232268075826623, 5.156008662133779, 1.071216019322747, 0.0, 0.0, 0.0
17, 0.8940167144290432, 4.523079592882691, 1.4293974629321637, 0.0, 0.0, 0.0
18, 0.9840203750974943, 4.826723631494337, 1.251776624512455, 0.0, 0.0, 0.0
19, 0.9148841504753418, 7.066880032114338, 0.3388834216052494, 0.0, 0.0, 0.0
20, 0.6710185682025229, 7.641243686937617, 0.043736424363361726, 0.0, 0.0, 0.0
21, 0.5682836805478929, 9.175234732577886, -0.12927284622392868, 0.0, 0.0, 0.0
22, -0.04571126714131368, 9.078509765142078, -0.7385393124585095, 0.0, 0.0, 0.0
23, 1.6105919562855493, 8.810094868757849, -1.8284977454304854, 0.0, 0.0, 0.0
24, -1.3156380711084443, 7.523927214780334, -2.7673765036581974, 0.0, 0.0, 0.0
25, -1.4418761453177062, 6.694771104554052, -2.921804391019755, 0.0, 0.0, 0.0
26, -1.7211927308485806, 7.230705048531718, -4.157835699600238, 0.0, 0.0, 0.0
27, -1.1790840660807271, 7.340083047161652, -5.556182992616503, 0.0, 0.0, 0.0
28, 0.1967884340030539, 8.201925377219016, -7.1253896403344354, 0.0, 0.0, 0.0
29, 0.3217517296249768, 9.757630777529027, -6.8065036005924, 0.0, 0.0, 0.0
30, -0.4343298719188685, 9.152869160366146, -5.909803510498391, 0.0, 0.0, 0.0
31, 0.011533887092531114, 9.455883154989062, -6.635247262011109, 0.0, 0.0, 0.0
32, 0.6300384688358738, 11.53328009460712, -6.939512347800367, 0.0, 0.0, 0.0
33, 0.4175040151262299, 12.204813451280492, -8.82008143836585, 0.0, 0.0, 0.0
34, -0.8078472687497398, 11.61655415963893, -8.50396345529272, 0.0, 0.0, 0.0
35, -0.9896902810030842, 12.386497627994418, -7.968499526698681, 0.0, 0.0, 0.0
36, -0.3153497318682965, 14.687648377049415, -10.237380110349957, 0.0, 0.0, 0.0
37, -1.1934027032779002, 15.16574505840472, -10.066319662596229, 0.0, 0.0, 0.0
38, 0.04168648200657321, 14.749618386278337, -9.562635287097324, 0.0, 0.0, 0.0
39, 0.7993183363753608, 16.417481225703717, -10.843898432485837, 0.0, 0.0, 0.0
40, -0.20062487782182847, 16.368727175334403, -12.369826119324019, 0.0, 0.0, 0.0
41, -0.43566478778074713, 15.598457829512512, -12.97198936522172, 0.0, 0.0, 0.0
42, 0.5244425752316392, 16.034594195777174, -12.732051288465824, 0.0, 0.0, 0.0
43, 0.74920946967066, 15.627332081107566, -10.893069645817052, 0.0, 0.0, 0.0
44, 2.006376470303355, 15.958185696080937, -11.77586062919755, 0.0, 0.0, 0.0
45, 1.7782938503185743, 14.588740866662917, -10.93819910140617, 0.0, 0.0, 0.0
46, 0.5432500764191122, 13.498004279145036, -10.944178158145176, 0.0, 0.0, 0.0
47, 1.5842839977659091, 12.014438829433741, -11.277215550889263, 0.0, 0.0, 0.0
48, 2.153211784193583, 11.635532651163288, -12.436718109964358, 0.0, 0.0, 0.0
49, 1.3504482808926677, 13.129285696188383, -12.969177539295833, 0.0, 0.0, 0.0
50, 1.1990743515930444, 12.57704641944803, -14.256950090029205, 0.0, 0.0, 0.0
51, 3.844239726541827, 12.121817691724635, -15.52551593786047, 0.0, 0.0, 0.0
52, 4.026700449096716, 10.618900133818679, -15.056795896737151, 0.0, 0.0, 0.0
53, 3.4193587061466326, 11.510169345685444, -16.55744993835295, 0.0, 0.0, 0.0
54, 3.1879375699998502, 10.678294838975452, -16.60985503560543, 0.0, 0.0, 0.0
55, 3.0201652737954947, 9.724054448908555, -17.87322040449073, 0.0, 0.0, 0.0
56, 1.718776910154532, 7.981420180353897, -19.467631437019755, 0.0, 0.0, 0.0
57, 1.284469828390689, 7.575506591473801, -20.214416694425523, 0.0, 0.0, 0.0
58, 0.18945601245686605, 7.975135667065156, -18.652634845272463, 0.0, 0.0, 0.0
59, -0.04159486070758775, 6.706937387915291, -19.545390546675957, 0.0, 0.0, 0.0
60, -0.7201226099484962, 5.254016267258026, -20.265682968646665, 0.0, 0.0, 0.0
61, 0.18614882300734537, 4.684665430750433, -20.914241690431062, 0.0, 0.0, 0.0
62, -2.551157417047645, 4.738846516838703, -19.385060699836487, 0.0, 0.0, 0.0
63, -3.1155322580454627, 2.934409480747215, -19.48641202160698, 0.0, 0.0, 0.0
64, -3.3544817554008852, 1.5829156759035632, -18.95321148476514, 0.0, 0.0, 0.0
65, -2.44266948120838, 1.5381137764269879, -20.142242384226606, 0.0, 0.0, 0.0
66, -1.9700915135827515, 3.475174106748163, -18.522618896893217, 0.0, 0.0, 0.0
67, -2.696615956775502, 4.046890453019783, -16.736597164157494, 0.0, 0.0, 0.0
68, -3.4477070686971487, 4.062473325773454, -17.606904840315853, 0.0, 0.0, 0.0
69, -2.544002325950629, 4.946415229420108, -17.8534647444245, 0.0, 0.0, 0.0
70, -3.1061942459831364, 5.129025513877643, -18.174884087210113, 0.0, 0.0, 0.0
71, -1.8110402674385415, 4.661889921621546, -18.60261206070292, 0.0, 0.0, 0.0
72, -2.448746514481119, 4.414680642907902, -18.09829592839306, 0.0, 0.0, 0.0
73, -2.129832008135439, 3.9505024311700243, -18.928041243152258, 0.0, 0.0, 0.0
74, -1.259479257444263, 3.384327188632301, -20.765414120983568, 0.0, 0.0, 0.0
75, -2.62816647347765, 3.021504155282581, -22.063015220514014, 0.0, 0.0, 0.0
76, -2.0881051725437842, 3.786337805948886, -20.58635675494682, 0.0, 0.0, 0.0
77, -2.5109659020364625, 4.622191871727472, -20.05584504521359, 0.0, 0.0, 0.0
78, -4.090176548613827, 4.670331722933742, -18.004403065397753, 0.0, 0.0, 0.0
79, -4.387125940094562, 3.8172402585035865, -17.310845405582455, 0.0, 0.0, 0.0
80, -4.787545677135067, 3.7553623198433304, -16.57841506794719, 0.0, 0.0, 0.0
81, -6.526218346163576, 3.4014680114072133, -15.842536131590286, 0.0, 0.0, 0.0
82, -5.150783812199606, 1.694368099212939, -15.936763054730346, 0.0, 0.0, 0.0
83, -5.152823943884279, 2.8764630454814424, -17.6866248806543, 0.0, 0.0, 0.0
84, -5.219544285021516, 2.88134303878389, -16.67263786437928, 0.0, 0.0, 0.0
85, -6.107901117524258, 3.3692000065695074, -17.078737573951965, 0.0, 0.0, 0.0
86, -4.434215296177921, 3.8288140323734985, -18.310088975263284, 0.0, 0.0, 0.0
87, -5.4919332172535515, 3.4117951349981186, -18.877465568313433, 0.0, 0.0, 0.0
88, -5.289054542780346, 3.0014637158191544, -16.334471972653457, 0.0, 0.0, 0.0
89, -5.0046193469939, 3.2564961384210003, -16.956097575404762, 0.0, 0.0, 0.0
90, -4.183137871487997, 3.7930879762415346, -17.067408481833358, 0.0, 0.0, 0.0
91, -2.6868529563442447, 2.945704902620778, -15.38359145878374, 0.0, 0.0, 0.0
92, -1.4599839715696552, 2.193186307992524, -14.325943539849098, 0.0, 0.0, 0.0
93, -1.2739276983713665, 3.6914322489268825, -15.197615534503969, 0.0, 0.0, 0.0
94, -0.23332115963205058, 3.926126810527543, -14.60784307982032, 0.0, 0.0, 0.0
95, -0.9352303350215513, 3.592571920174632, -15.891758428579557, 0.0, 0.0, 0.0
96, -1.487135070255905, 4.144290550900501, -18.479587132124287, 0.0, 0.0, 0.0
97, -2.3450327297815554, 2.7172729344991438, -19.58591371987453, 0.0, 0.0, 0.0
98, -3.0345652924570308, 3.253599345501755, -21.148914404636326, 0.0, 0.0, 0.0
99, -3.042758677893652, 2.9678760407207063, -20.85143613798591, 0.0, 0.0, 0.0
100, -3.802512649569217, 2.7347014154672666, -20.17816182377541, 0.0, 0.0, 0.0
101, -4.673409375339655, 1.6071097471943225, -18.269530638954624, 0.0, 0.0, 0.0
102, -4.1635763545323865, 3.9267145965907613, -17.08112366167881, 0.0, 0.0, 0.0
103, -3.8965828806959677, 4.158533613926542, -18.37808648726098, 0.0, 0.0, 0.0
104, -3.4375515138282786, 4.60271085578165, -19.354570622985317, 0.0, 0.0, 0.0
105, -3.3391268303847834, 5.610682763023462, -20.086529870259252, 0.0, 0.0, 0.0
106, -3.548351140384876, 3.9396503533534446, -20.116987299779595, 0.0, 0.0, 0.0
107, -2.7381396805188167, 3.3736010642785477, -20.486824716875354, 0.0, 0.0, 0.0
108, -2.184304297486147, 4.403826109799853, -19.613407028279823, 0.0, 0.0, 0.0
109, -2.2759991530937893, 3.4265611584062907, -19.904151354962757, 0.0, 0.0, 0.0
110, -0.9276856672756961, 2.381107019419816, -20.983442137131846, 0.0, 0.0, 0.0
111, -0.7942384206058618, 1.9524737072937803, -20.172115688770834, 0.0, 0.0, 0.0
112, -0.1702514311959462, 2.7945276016678977, -20.51278792054876, 0.0, 0.0, 0.0
113, -0.8304647448926926, 3.143999802205931, -21.128132068840593, 0.0, 0.0, 0.0
114, 0.4567210376496146, 0.5899340091113339, -20.32550327252145, 0.0, 0.0, 0.0
115, 0.11777857254899682, 0.801681994862785, -19.03683967030076, 0.0, 0.0, 0.0
116, 0.5677739721751554, -0.6465938461401454, -19.280910948707987, 0.0, 0.0, 0.0
117, -0.1696306297208714, -2.616970535547999, -19.81731439023488, 0.0, 0.0, 0.0
118, -0.15957592176304333, -3.9710448148689172, -18.906839015163133, 0.0, 0.0, 0.0
119, 0.566683781788751, -4.489835233866923, -18.7283478544641, 0.0, 0.0, 0.0
120, 1.1985676478256617, -6.5648515171561925, -18.320396766945557, 0.0, 0.0, 0.0
121, -0.10836871678842175, -6.084437653171539, -18.665664711932944, 0.0, 0.0, 0.0
122, 0.7910208873341984, -5.738546279201751, -19.347539832643477, 0.0, 0.0, 0.0
123, 0.827628662624858, -7.873805686149885, -19.588041738532905, 0.0, 0.0, 0.0
124, -0.08770164056131324, -8.318350159826977, -19.962104234682595, 0.0, 0.0, 0.0
125, 0.1124801951744922, -8.693795864901958, -20.778835886024332, 0.0, 0.0, 0.0
126, -0.5314075909537774, -9.161024699619682, -21.02796521950783, 0.0, 0.0, 0.0
127, 0.011979363489293737, -9.584401524971264, -22.664225234548837, 0.0, 0.0, 0.0
128, -0.26965073480383084, -11.22007972005868, -21.718704609914475, 0.0, 0.0, 0.0
129, 0.48041536277504593, -9.320022417423422, -20.634408193797345, 0.0, 0.0, 0.0
130, 0.6812031821517731, -8.047718027727509, -21.01921067180887, 0.0, 0.0, 0.0
131, 2.0610677715877945, -9.54260601544043, -22.34971683502977, 0.0, 0.0, 0.0
132, 1.760561923271805, -9.34322654278441, -22.630699847290845, 0.0, 0.0, 0.0
133, 0.7270879104594683, -10.413844328686523, -22.266668580123987, 0.0, 0.0, 0.0
134, 1.4401373955867132, -11.312181359223896, -22.19695119768153, 0.0, 0.0, 0.0
135, 1.4779552184454652, -12.594366864582872, -22.229293161714466, 0.0, 0.0, 0.0
136, 0.9086294622779996, -11.739760362103565, -21.558444710924874, 0.0, 0.0, 0.0
137, 0.739493364645452, -11.579196802528879, -21.607453847605, 0.0, 0.0, 0.0
138, -0.247756271888387, -12.806898063610772, -22.79844838401828, 0.0, 0.0, 0.0
139, -2.2728886499754726, -13.373849886459464, -22.213003875567274, 0.0, 0.0, 0.0
140, -0.7644999312106071, -11.674226262944027, -22.189302373148184, 0.0, 0.0, 0.0
141, -0.6332461653758791, -12.353722517293921, -24.68417940775452, 0.0, 0.0, 0.0
142, -0.619093541070986, -13.830176401919458, -24.831732607314134, 0.0, 0.0, 0.0
143, -0.45565293781104743, -13.494609150855092, -23.896062715427682, 0.0, 0.0, 0.0
144, -0.24980893608715818, -14.57826737135998, -24.756562887565615, 0.0, 0.0, 0.0
145, 0.7912112737754252, -13.30207169416138, -24.01457264893553, 0.0, 0.0, 0.0
146, 1.0473818499589727, -13.581632298958446, -25.643624212431334, 0.0, 0.0, 0.0
147, 1.8283126529549882, -12.182710811835257, -24.807829985874413, 0.0, 0.0, 0.0
148, 1.5594232293170722, -12.708639630544585, -25.040634296547047, 0.0, 0.0, 0.0
149, 1.1930735808028738, -12.772462122859494, -25.803770441833993, 0.0, 0.0, 0.0
Volume Number, X Angle, Y Angle, Z Angle, X Translation, Y Translation, Z Translation
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1, -0.41956268746503383, 0.1164037610067478, 0.20445215672637365, 0.0, 0.0, 0.0
2, -0.36212514915549454, -1.7170247227578934, 0.4897142923666281, 0.0, 0.0, 0.0
3, 0.11307375044325368, -1.3865390207193664, 0.932909412194596, 0.0, 0.0, 0.0
4, -0.8588006349877855, -1.4276499215086553, 2.723419668814554, 0.0, 0.0, 0.0
5, 1.0257515878196257, -0.10156493773537845, 2.362586408836728, 0.0, 0.0, 0.0
6, 1.4245112769647457, -0.7250191130509097, 2.1629697490659807, 0.0, 0.0, 0.0
7, 0.8984060770590807, -0.9402988563695269, 2.769861376114621, 0.0, 0.0, 0.0
8, 0.8410705453022549, 1.6260457755664508, 1.9018858281828686, 0.0, 0.0, 0.0
